id,daireKurul,esasNo,kararNo,kararTarihi
1071615100,9. Daire,2023/4257,2024/1719,17.04.2024
1075632900,7. Daire,2022/466,2024/1975,17.04.2024
1076614400,7. Daire,2023/3595,2024/2004,17.04.2024
1076614200,7. Daire,2023/2644,2024/2002,17.04.2024
1076614300,7. Daire,2023/1793,2024/1999,17.04.2024
1076613600,7. Daire,2023/2045,2024/2000,17.04.2024
1076704400,7. Daire,2023/2435,2024/2001,17.04.2024
1076704900,7. Daire,2023/3204,2024/2003,17.04.2024
1076704600,7. Daire,2023/838,2024/2006,17.04.2024
1076704800,7. Daire,2023/894,2024/2007,17.04.2024
1076614000,7. Daire,2023/544,2024/2005,17.04.2024
1081250000,10. Daire,2024/872,2024/1422,17.04.2024
1082168500,10. Daire,2023/6677,2024/1425,17.04.2024
1082168700,9. Daire,2023/5229,2024/1732,17.04.2024
1082219700,10. Daire,2023/4419,2024/1443,17.04.2024
1080418400,10. Daire,2023/3507,2024/1421,17.04.2024
1080822300,10. Daire,2022/2457,2024/1429,17.04.2024
1086479900,12. Daire,2024/1098,2024/1926,17.04.2024
1086185300,2. Daire,2023/5351,2024/2143,17.04.2024
1087352200,2. Daire,2023/7096,2024/2159,17.04.2024
1082540800,10. Daire,2020/1443,2024/1426,17.04.2024
1082508200,10. Daire,2021/6108,2024/1435,17.04.2024
1083156300,10. Daire,2020/1816,2024/1428,17.04.2024
1083156400,10. Daire,2023/4486,2024/1445,17.04.2024
1083602000,10. Daire,2020/619,2024/1416,17.04.2024
1084435500,2. Daire,2023/5117,2024/2114,17.04.2024
1084435000,2. Daire,2023/5114,2024/2115,17.04.2024
1084434600,2. Daire,2023/5242,2024/2123,17.04.2024
1084434900,2. Daire,2023/5086,2024/2120,17.04.2024
1084434800,2. Daire,2023/5262,2024/2124,17.04.2024
1084434500,2. Daire,2023/5118,2024/2117,17.04.2024
1084435400,2. Daire,2023/4026,2024/2113,17.04.2024
1085570900,2. Daire,2023/6840,2024/2133,17.04.2024
1085570300,2. Daire,2023/5080,2024/2116,17.04.2024
1085570200,2. Daire,2023/5139,2024/2111,17.04.2024
1085570100,2. Daire,2023/5184,2024/2119,17.04.2024
1085571100,2. Daire,2023/5264,2024/2131,17.04.2024
1085571300,2. Daire,2023/5310,2024/2142,17.04.2024
1085571000,2. Daire,2023/5791,2024/2136,17.04.2024
1085573200,2. Daire,2024/946,2024/2138,17.04.2024
1085569800,2. Daire,2023/5075,2024/2122,17.04.2024
1085569700,2. Daire,2023/5092,2024/2125,17.04.2024
1085570000,2. Daire,2023/5035,2024/2121,17.04.2024
1085569900,2. Daire,2023/5078,2024/2118,17.04.2024
1085569600,2. Daire,2023/5248,2024/2112,17.04.2024
1085129100,2. Daire,2021/9183,2024/2160,17.04.2024
1085175500,2. Daire,2021/17247,2024/2158,17.04.2024
1085571500,2. Daire,2023/5474,2024/2130,17.04.2024
1085571600,2. Daire,2023/5350,2024/2134,17.04.2024
1085738900,2. Daire,2021/17595,2024/2162,17.04.2024
1089527800,2. Daire,2023/5109,2024/2146,17.04.2024
1089527700,2. Daire,2023/3938,2024/2137,17.04.2024
1089115300,2. Daire,2023/3920,2024/2135,17.04.2024
1089694100,2. Daire,2023/3954,2024/2139,17.04.2024
1089720100,2. Daire,2023/5308,2024/2145,17.04.2024
1089694900,2. Daire,2023/5216,2024/2149,17.04.2024
1089719800,2. Daire,2023/5266,2024/2150,17.04.2024
1089719700,2. Daire,2023/5237,2024/2132,17.04.2024
1089719900,2. Daire,2023/5298,2024/2129,17.04.2024
1089694300,2. Daire,2023/4923,2024/2147,17.04.2024
1090004600,2. Daire,2023/5311,2024/2144,17.04.2024
1090004700,2. Daire,2023/5317,2024/2141,17.04.2024
1090004500,2. Daire,2023/5309,2024/2140,17.04.2024
1091075400,13. Daire,2020/983,2024/1695,17.04.2024
1071802900,4. Daire,2023/6458,2024/2457,16.04.2024
1071802300,4. Daire,2023/5679,2024/2453,16.04.2024
1071802500,4. Daire,2023/6068,2024/2483,16.04.2024
1071803300,4. Daire,2023/6459,2024/2456,16.04.2024
1072110300,4. Daire,2023/5066,2024/2465,16.04.2024
1072110200,4. Daire,2023/4789,2024/2462,16.04.2024
1072110100,4. Daire,2023/5164,2024/2490,16.04.2024
1071728600,4. Daire,2023/5319,2024/2455,16.04.2024
1071728800,4. Daire,2023/5739,2024/2454,16.04.2024
1071729600,9. Daire,2023/6380,2024/1704,16.04.2024
1071616600,9. Daire,2023/5940,2024/1693,16.04.2024
1073069300,7. Daire,2022/441,2024/1949,16.04.2024
1075399200,7. Daire,2023/1809,2024/1933,16.04.2024
1075399000,7. Daire,2023/1036,2024/1936,16.04.2024
1075399100,7. Daire,2023/1037,2024/1937,16.04.2024
1075634700,7. Daire,2022/4818,2024/1953,16.04.2024
1075635900,7. Daire,2023/1803,2024/1938,16.04.2024
1075633800,7. Daire,2022/2910,2024/1952,16.04.2024
1081547000,10. Daire,2023/2887,2024/1374,16.04.2024
1081546900,10. Daire,2020/901,2024/1379,16.04.2024
1081546700,10. Daire,2020/253,2024/1393,16.04.2024
1081546200,10. Daire,2020/1319,2024/1378,16.04.2024
1081545800,10. Daire,2020/4172,2024/1392,16.04.2024
1081759000,10. Daire,2024/212,2024/1370,16.04.2024
1086696100,2. Daire,2024/1109,2024/2067,16.04.2024
1086225200,12. Daire,2022/1300,2024/1872,16.04.2024
1086225500,12. Daire,2024/1204,2024/1835,16.04.2024
1086183900,12. Daire,2023/884,2024/1853,16.04.2024
1086806900,2. Daire,2023/7216,2024/2060,16.04.2024
1086807100,2. Daire,2024/309,2024/2068,16.04.2024
1084090300,2. Daire,2021/8309,2024/2055,16.04.2024
1084090200,2. Daire,2024/963,2024/2065,16.04.2024
1084210400,2. Daire,2021/2540,2024/2072,16.04.2024
1083602200,10. Daire,2023/2692,2024/1413,16.04.2024
1083601000,10. Daire,2024/162,2024/1395,16.04.2024
1083601300,10. Daire,2023/4644,2024/1394,16.04.2024
1084210500,2. Daire,2023/3766,2024/2085,16.04.2024
1084434400,2. Daire,2023/5236,2024/2094,16.04.2024
1084434100,2. Daire,2021/2486,2024/2071,16.04.2024
1084435100,2. Daire,2021/1575,2024/2083,16.04.2024
1084434700,2. Daire,2021/1675,2024/2081,16.04.2024
1084435200,2. Daire,2023/5119,2024/2090,16.04.2024
1084435300,2. Daire,2023/5235,2024/2084,16.04.2024
1085085800,2. Daire,2021/7239,2024/2079,16.04.2024
1085085900,2. Daire,2021/7121,2024/2080,16.04.2024
1085085700,2. Daire,2021/6569,2024/2057,16.04.2024
1085085600,2. Daire,2021/9232,2024/2073,16.04.2024
1085086200,2. Daire,2021/7106,2024/2078,16.04.2024
1085086100,2. Daire,2021/9369,2024/2109,16.04.2024
1085570500,2. Daire,2023/3778,2024/2095,16.04.2024
1085570600,2. Daire,2022/1781,2024/2103,16.04.2024
1085573300,2. Daire,2021/9225,2024/2102,16.04.2024
1085086000,2. Daire,2021/6565,2024/2106,16.04.2024
1085569300,2. Daire,2023/2665,2024/2077,16.04.2024
1085569500,2. Daire,2024/1144,2024/2066,16.04.2024
1085569400,2. Daire,2023/6319,2024/2075,16.04.2024
1087701200,2. Daire,2021/1559,2024/2097,16.04.2024
1088575500,2. Daire,2021/1564,2024/2101,16.04.2024
1088501200,2. Daire,2024/235,2024/2048,16.04.2024
1088500900,2. Daire,2024/291,2024/2049,16.04.2024
1088527300,2. Daire,2021/1558,2024/2098,16.04.2024
1088527400,2. Daire,2021/1590,2024/2099,16.04.2024
1088527500,2. Daire,2021/6939,2024/2096,16.04.2024
1076142000,7. Daire,2022/247,2024/1920,15.04.2024
1076955000,4. Daire,2023/4874,2024/2441,15.04.2024
1072316000,8. Daire,2022/4698,2024/2213,05.04.2024
1072315300,8. Daire,2022/2689,2024/2207,05.04.2024
1072316100,8. Daire,2023/455,2024/2181,05.04.2024
1073278100,8. Daire,2023/6805,2024/2184,05.04.2024
1073255600,8. Daire,2023/4010,2024/2192,05.04.2024
1073254900,8. Daire,2023/3243,2024/2182,05.04.2024
1073255300,8. Daire,2023/2982,2024/2193,05.04.2024
1073254800,8. Daire,2023/4773,2024/2183,05.04.2024
1070301900,8. Daire,2024/506,2024/2160,04.04.2024
1072301800,3. Daire,2024/1321,2024/1927,04.04.2024
1072301500,3. Daire,2024/559,2024/1926,04.04.2024
1072300700,3. Daire,2023/7881,2024/1911,04.04.2024
1072306200,3. Daire,2023/8893,2024/1912,04.04.2024
1073278400,8. Daire,2024/497,2024/2179,04.04.2024
1077214200,7. Daire,2023/1424,2024/1875,04.04.2024
1077370100,8. Daire,2019/4638,2024/2180,04.04.2024
1076333500,7. Daire,2022/2939,2024/1856,04.04.2024
1076333800,7. Daire,2022/2941,2024/1858,04.04.2024
1076333900,7. Daire,2022/2946,2024/1863,04.04.2024
1076333700,7. Daire,2022/2944,2024/1861,04.04.2024
1076334000,7. Daire,2022/2945,2024/1862,04.04.2024
1076333600,7. Daire,2022/2928,2024/1873,04.04.2024
1076613500,7. Daire,2021/3163,2024/1886,04.04.2024
1076704500,7. Daire,2021/3162,2024/1885,04.04.2024
1076333400,7. Daire,2022/2942,2024/1859,04.04.2024
1076333100,7. Daire,2022/2940,2024/1857,04.04.2024
1076333200,7. Daire,2022/2943,2024/1860,04.04.2024
1076333300,7. Daire,2022/2947,2024/1864,04.04.2024
1076272600,7. Daire,2022/2672,2024/1851,04.04.2024
1076272400,7. Daire,2022/2674,2024/1853,04.04.2024
1076272500,7. Daire,2022/2676,2024/1855,04.04.2024
1076615800,7. Daire,2022/3225,2024/1884,04.04.2024
1076272300,7. Daire,2022/2675,2024/1854,04.04.2024
1076272200,7. Daire,2022/2673,2024/1852,04.04.2024
1076855400,7. Daire,2023/1423,2024/1876,04.04.2024
1076856900,7. Daire,2022/3653,2024/1872,04.04.2024
1077918100,8. Daire,2021/7126,2024/2173,04.04.2024
1077918200,8. Daire,2021/8071,2024/2151,04.04.2024
1078597900,8. Daire,2022/5139,2024/2162,04.04.2024
1078853800,8. Daire,2023/4301,2024/2161,04.04.2024
1078853600,8. Daire,2023/5443,2024/2150,04.04.2024
1081250800,10. Daire,2021/1509,2024/1307,04.04.2024
1081249900,10. Daire,2024/1141,2024/1332,04.04.2024
1081249800,10. Daire,2024/1637,2024/1333,04.04.2024
1081251000,10. Daire,2021/1854,2024/1310,04.04.2024
1081251300,10. Daire,2021/1279,2024/1306,04.04.2024
1081281500,10. Daire,2024/1505,2024/1336,04.04.2024
1081546800,10. Daire,2022/8442,2024/1317,04.04.2024
1081546300,10. Daire,2022/7780,2024/1318,04.04.2024
1081546000,10. Daire,2022/7313,2024/1330,04.04.2024
1081545900,10. Daire,2019/10536,2024/1362,04.04.2024
1081757900,10. Daire,2023/2594,2024/1346,04.04.2024
1081757800,10. Daire,2021/2172,2024/1312,04.04.2024
1080417800,İdare Dava Daireleri Kurulu,2023/44,2024/11,04.04.2024
1086225100,12. Daire,2021/4132,2024/1793,04.04.2024
1086265700,12. Daire,2024/108,2024/1808,04.04.2024
1086209400,12. Daire,2023/3533,2024/1809,04.04.2024
1086209300,12. Daire,2023/1554,2024/1790,04.04.2024
1086209600,12. Daire,2022/4437,2024/1789,04.04.2024
1086209500,12. Daire,2024/1220,2024/1807,04.04.2024
1086834200,12. Daire,2023/2405,2024/1792,04.04.2024
1087361300,12. Daire,2023/2552,2024/1746,04.04.2024
1082508800,10. Daire,2021/1922,2024/1309,04.04.2024
1082508900,10. Daire,2021/1910,2024/1308,04.04.2024
1082517500,10. Daire,2021/2171,2024/1313,04.04.2024
1082507900,10. Daire,2021/2175,2024/1311,04.04.2024
1082899500,10. Daire,2021/1277,2024/1305,04.04.2024
1082899900,10. Daire,2021/2569,2024/1303,04.04.2024
1082792000,10. Daire,2021/1271,2024/1304,04.04.2024
1082792200,10. Daire,2021/2863,2024/1301,04.04.2024
1082791900,10. Daire,2021/2222,2024/1300,04.04.2024
1089570600,13. Daire,2019/1991,2024/1660,04.04.2024
1072115200,8. Daire,2020/7075,2024/2092,03.04.2024
1072345900,8. Daire,2021/6094,2024/2115,03.04.2024
1072349000,8. Daire,2022/6593,2024/2093,03.04.2024
1072348900,8. Daire,2022/5096,2024/2098,03.04.2024
1077295800,8. Daire,2020/6860,2024/2114,03.04.2024
1077270400,8. Daire,2020/7198,2024/2109,03.04.2024
1077561800,8. Daire,2020/7782,2024/2108,03.04.2024
1075807300,7. Daire,2021/1176,2024/1823,03.04.2024
1075807000,7. Daire,2021/1127,2024/1824,03.04.2024
1075799200,7. Daire,2021/3084,2024/1840,03.04.2024
1075626000,7. Daire,2021/1375,2024/1822,03.04.2024
1075799300,7. Daire,2021/3415,2024/1844,03.04.2024
1076142400,7. Daire,2022/1457,2024/1838,03.04.2024
1075625800,7. Daire,2021/1373,2024/1826,03.04.2024
1075625900,7. Daire,2021/1374,2024/1825,03.04.2024
1077918300,8. Daire,2021/5193,2024/2097,03.04.2024
1078853400,8. Daire,2024/447,2024/2071,03.04.2024
1078853500,8. Daire,2023/2898,2024/2068,03.04.2024
1081249600,10. Daire,2024/734,2024/1280,03.04.2024
1081546600,10. Daire,2020/383,2024/1275,03.04.2024
1081546500,10. Daire,2024/1692,2024/1268,03.04.2024
1081546400,10. Daire,2021/5049,2024/1265,03.04.2024
1081546100,10. Daire,2020/1238,2024/1272,03.04.2024
1081757600,10. Daire,2023/4126,2024/1273,03.04.2024
1081757700,10. Daire,2023/4818,2024/1278,03.04.2024
1081545700,10. Daire,2024/1686,2024/1286,03.04.2024
1082170200,10. Daire,2024/1584,2024/1285,03.04.2024
1082180100,10. Daire,2024/1584,2024/1285,03.04.2024
1087350800,12. Daire,2022/5986,2024/1719,03.04.2024
1087361100,12. Daire,2023/2891,2024/1727,03.04.2024
1083214000,10. Daire,2024/1658,2024/1287,03.04.2024
1082899700,10. Daire,2024/1506,2024/1290,03.04.2024
1082792500,10. Daire,2024/1500,2024/1292,03.04.2024
1082791800,10. Daire,2024/1504,2024/1291,03.04.2024
1083322300,10. Daire,2021/7239,2024/1259,03.04.2024
1089549600,13. Daire,2019/659,2024/1641,03.04.2024
1090015800,13. Daire,2019/3658,2024/1647,03.04.2024
1090368600,13. Daire,2019/4006,2024/1624,03.04.2024
1091075300,13. Daire,2020/602,2024/1646,03.04.2024
1091481600,13. Daire,2020/1993,2024/1617,03.04.2024
1071043900,9. Daire,2022/4345,2024/1674,02.04.2024
1071043300,9. Daire,2023/6075,2024/1688,02.04.2024
1071043700,9. Daire,2023/5705,2024/1676,02.04.2024
1071042800,9. Daire,2023/5677,2024/1678,02.04.2024
1071043400,9. Daire,2023/6131,2024/1685,02.04.2024
1071043500,9. Daire,2023/6141,2024/1687,02.04.2024
1071043800,9. Daire,2023/6134,2024/1686,02.04.2024
1072114300,8. Daire,2021/4381,2024/2046,02.04.2024
1072114700,8. Daire,2021/3418,2024/2054,02.04.2024
1072114200,8. Daire,2020/2035,2024/2024,02.04.2024
1072671400,8. Daire,2021/4380,2024/2036,02.04.2024
1072346000,8. Daire,2021/6837,2024/2053,02.04.2024
1072345700,8. Daire,2022/362,2024/2045,02.04.2024
1072345800,8. Daire,2022/364,2024/2038,02.04.2024
1072346300,8. Daire,2021/6125,2024/2041,02.04.2024
1072346800,8. Daire,2022/1803,2024/2051,02.04.2024
1072346400,8. Daire,2021/6124,2024/2043,02.04.2024
1072346900,8. Daire,2022/1802,2024/2050,02.04.2024
1072585400,8. Daire,2019/519,2024/2010,02.04.2024
1072672900,8. Daire,2022/332,2024/2039,02.04.2024
1072349400,8. Daire,2023/2270,2024/2061,02.04.2024
1072348600,8. Daire,2022/2201,2024/2049,02.04.2024
1072869900,8. Daire,2020/418,2024/2023,02.04.2024
1072882100,8. Daire,2022/2174,2024/2011,02.04.2024
1073238500,9. Daire,2023/8516,2024/1637,02.04.2024
1075628300,8. Daire,2021/2028,2024/2021,02.04.2024
1075395400,8. Daire,2021/3151,2024/2027,02.04.2024
1075395600,8. Daire,2020/6453,2024/2017,02.04.2024
1075631200,8. Daire,2021/4342,2024/2022,02.04.2024
1075395300,8. Daire,2019/4710,2024/2025,02.04.2024
1076142100,7. Daire,2022/1705,2024/1810,02.04.2024
1076141900,7. Daire,2022/1704,2024/1808,02.04.2024
1076615400,7. Daire,2022/3015,2024/1811,02.04.2024
1076615500,7. Daire,2022/3010,2024/1809,02.04.2024
1076615700,7. Daire,2022/3986,2024/1797,02.04.2024
1076615600,7. Daire,2022/3910,2024/1782,02.04.2024
1077133300,7. Daire,2024/475,2024/1771,02.04.2024
1077133200,7. Daire,2023/2184,2024/1807,02.04.2024
1082157200,10. Daire,2020/4191,2024/1240,02.04.2024
1082103700,10. Daire,2020/952,2024/1258,02.04.2024
1082180500,10. Daire,2021/1852,2024/1206,02.04.2024
1082170600,10. Daire,2021/1852,2024/1206,02.04.2024
1086479800,12. Daire,2021/5790,2024/1686,02.04.2024
1086225600,12. Daire,2021/7812,2024/1687,02.04.2024
1086184000,12. Daire,2021/6304,2024/1685,02.04.2024
1086184100,12. Daire,2024/133,2024/1691,02.04.2024
1082589200,10. Daire,2021/4601,2024/1222,02.04.2024
1082527600,10. Daire,2021/3349,2024/1223,02.04.2024
1082904100,10. Daire,2020/4833,2024/1204,02.04.2024
1082714700,10. Daire,2023/5946,2024/1207,02.04.2024
1083323200,10. Daire,2021/1561,2024/1220,02.04.2024
1089549800,13. Daire,2019/1932,2024/1607,02.04.2024
1089549700,13. Daire,2019/1465,2024/1606,02.04.2024
1089549400,13. Daire,2019/1882,2024/1591,02.04.2024
1089570700,13. Daire,2019/2600,2024/1587,02.04.2024
1089571000,13. Daire,2019/2867,2024/1588,02.04.2024
1090027300,13. Daire,2019/4215,2024/1608,02.04.2024
1071085200,İdare Dava Daireleri Kurulu,2022/3761,2024/742,01.04.2024
1081250300,10. Daire,2020/6566,2024/1195,01.04.2024
1082170700,10. Daire,2021/2516,2024/1198,01.04.2024
1082180400,10. Daire,2021/2516,2024/1198,01.04.2024
1083152400,10. Daire,2020/4869,2024/1196,01.04.2024
1083152300,10. Daire,2022/8838,2024/1184,01.04.2024
1083152000,10. Daire,2021/3509,2024/1183,01.04.2024
1083150400,10. Daire,2020/1804,2024/1185,01.04.2024
1083152100,10. Daire,2021/4573,2024/1182,01.04.2024
1082791700,10. Daire,2022/4902,2024/1181,01.04.2024
1083161700,10. Daire,2020/3181,2024/1178,01.04.2024
1084047700,10. Daire,2020/5164,2024/1192,01.04.2024
1083322900,10. Daire,2020/2070,2024/1194,01.04.2024
1083323000,10. Daire,2020/579,2024/1189,01.04.2024
1076142200,7. Daire,2022/249,2024/1762,29.03.2024
1076706500,7. Daire,2023/44,2024/1747,29.03.2024
1076613400,7. Daire,2022/2426,2024/1735,29.03.2024
1076353600,7. Daire,2022/1370,2024/1751,29.03.2024
1077133400,7. Daire,2023/1929,2024/1748,29.03.2024
1076861000,7. Daire,2022/3847,2024/1755,29.03.2024
1078256000,8. Daire,2023/6561,2024/2008,29.03.2024
1078424400,8. Daire,2023/6998,2024/1978,29.03.2024
1079981100,7. Daire,2023/3400,2024/1743,29.03.2024
1079480300,7. Daire,2023/2373,2024/1753,29.03.2024
1070631800,9. Daire,2023/5431,2024/1552,28.03.2024
1070630700,9. Daire,2023/303,2024/1558,28.03.2024
1070631400,9. Daire,2023/5298,2024/1550,28.03.2024
1070631200,9. Daire,2023/5195,2024/1544,28.03.2024
1070631700,9. Daire,2023/5315,2024/1557,28.03.2024
1070631600,9. Daire,2023/5314,2024/1553,28.03.2024
1070683800,9. Daire,2023/6155,2024/1530,28.03.2024
1070683500,9. Daire,2023/5453,2024/1554,28.03.2024
1071044200,9. Daire,2023/2963,2024/1587,28.03.2024
1071044000,9. Daire,2023/8927,2024/1605,28.03.2024
1071085500,İdare Dava Daireleri Kurulu,2023/914,2024/714,28.03.2024
1071085300,İdare Dava Daireleri Kurulu,2023/43,2024/709,28.03.2024
1071042600,9. Daire,2023/8253,2024/1584,28.03.2024
1071051500,9. Daire,2022/809,2024/1570,28.03.2024
1071051200,9. Daire,2023/8295,2024/1575,28.03.2024
1071009200,9. Daire,2022/810,2024/1574,28.03.2024
1071086700,İdare Dava Daireleri Kurulu,2023/2855,2024/721,28.03.2024
1071050900,9. Daire,2022/932,2024/1573,28.03.2024
1071395800,İdare Dava Daireleri Kurulu,2023/2238,2024/715,28.03.2024
1072673400,9. Daire,2023/936,2024/1560,28.03.2024
1072676300,9. Daire,2023/6319,2024/1539,28.03.2024
1073240200,9. Daire,2023/6178,2024/1627,28.03.2024
1073239800,9. Daire,2023/8292,2024/1577,28.03.2024
1073240900,9. Daire,2023/7116,2024/1585,28.03.2024
1073240600,9. Daire,2023/8294,2024/1579,28.03.2024
1073241200,9. Daire,2023/8293,2024/1583,28.03.2024
1073238100,9. Daire,2023/3034,2024/1571,28.03.2024
1073238900,9. Daire,2023/6186,2024/1628,28.03.2024
1073239300,9. Daire,2023/5721,2024/1620,28.03.2024
1073255900,9. Daire,2022/1292,2024/1622,28.03.2024
1075807100,7. Daire,2021/2676,2024/1716,28.03.2024
1075807400,7. Daire,2021/2675,2024/1715,28.03.2024
1076142300,7. Daire,2021/3522,2024/1717,28.03.2024
1076814300,7. Daire,2022/3175,2024/1710,28.03.2024
1076615300,7. Daire,2022/4474,2024/1722,28.03.2024
1076703900,7. Daire,2023/372,2024/1707,28.03.2024
1076271700,7. Daire,2021/4932,2024/1727,28.03.2024
1077130600,7. Daire,2023/371,2024/1708,28.03.2024
1078255800,8. Daire,2021/2780,2024/1953,28.03.2024
1078256100,8. Daire,2023/5122,2024/1931,28.03.2024
1078424500,8. Daire,2023/2302,2024/1930,28.03.2024
1078424300,8. Daire,2022/1821,2024/1939,28.03.2024
1079137700,8. Daire,2023/1447,2024/1935,28.03.2024
1080799600,7. Daire,2024/605,2024/1723,28.03.2024
1080799500,7. Daire,2024/473,2024/1725,28.03.2024
1080799700,7. Daire,2024/474,2024/1724,28.03.2024
1086479600,12. Daire,2021/7051,2024/1633,28.03.2024
1086480000,12. Daire,2022/5726,2024/1625,28.03.2024
1086225400,12. Daire,2021/7035,2024/1632,28.03.2024
1086265800,12. Daire,2021/3965,2024/1631,28.03.2024
1086807200,2. Daire,2024/563,2024/2001,28.03.2024
1086807000,2. Daire,2021/6583,2024/1995,28.03.2024
1087413300,12. Daire,2023/5528,2024/1608,28.03.2024
1087413400,12. Daire,2022/675,2024/1641,28.03.2024
1082496300,7. Daire,2022/3302,2024/1713,28.03.2024
1083214300,10. Daire,2022/6988,2024/1157,28.03.2024
1083214400,10. Daire,2024/565,2024/1159,28.03.2024
1082904200,10. Daire,2020/2970,2024/1169,28.03.2024
1083150100,10. Daire,2021/7320,2024/1144,28.03.2024
1083150500,10. Daire,2022/3849,2024/1156,28.03.2024
1083323300,10. Daire,2023/4330,2024/1150,28.03.2024
1083755700,13. Daire,2018/562,2024/1527,28.03.2024
1083771000,13. Daire,2018/562,2024/1527,28.03.2024
1084434200,2. Daire,2021/2428,2024/2004,28.03.2024
1084434300,2. Daire,2021/6223,2024/2042,28.03.2024
1085085500,2. Daire,2021/10052,2024/2003,28.03.2024
1085089200,2. Daire,2023/3367,2024/1979,28.03.2024
1087941600,12. Daire,2021/6237,2024/1618,28.03.2024
1087701100,2. Daire,2021/16186,2024/1978,28.03.2024
1088495300,12. Daire,2024/1156,2024/1640,28.03.2024
1088720000,2. Daire,2021/2135,2024/1996,28.03.2024
1088720200,2. Daire,2021/1788,2024/1997,28.03.2024
1072114500,8. Daire,2020/6095,2024/1881,27.03.2024
1072113900,8. Daire,2020/7438,2024/1899,27.03.2024
1072114000,8. Daire,2020/5413,2024/1882,27.03.2024
1072668900,8. Daire,2020/5414,2024/1894,27.03.2024
1072673200,İdare Dava Daireleri Kurulu,2022/3225,2024/703,27.03.2024
1072349800,8. Daire,2024/386,2024/1870,27.03.2024
1072870800,8. Daire,2020/6493,2024/1898,27.03.2024
1072805300,İdare Dava Daireleri Kurulu,2022/1646,2024/697,27.03.2024
1078255900,8. Daire,2023/5129,2024/1877,27.03.2024
1078256400,8. Daire,2021/2432,2024/1914,27.03.2024
1079081900,8. Daire,2021/2069,2024/1913,27.03.2024
1080865700,10. Daire,2020/3641,2024/1103,27.03.2024
1081250400,10. Daire,2022/5453,2024/1122,27.03.2024
1081021000,10. Daire,2023/2668,2024/1111,27.03.2024
1081249700,10. Daire,2024/1,2024/1129,27.03.2024
1082156900,10. Daire,2020/2902,2024/1102,27.03.2024
1086225300,12. Daire,2023/1888,2024/1598,27.03.2024
1086265900,12. Daire,2020/4886,2024/1583,27.03.2024
1086184200,12. Daire,2020/154,2024/1582,27.03.2024
1086184300,12. Daire,2022/3103,2024/1589,27.03.2024
1086806700,2. Daire,2023/6953,2024/1970,27.03.2024
1086806800,2. Daire,2024/572,2024/1948,27.03.2024
1087361000,12. Daire,2023/2581,2024/1597,27.03.2024
1087361200,12. Daire,2022/5911,2024/1586,27.03.2024
1087536900,12. Daire,2024/791,2024/1607,27.03.2024
1087537200,12. Daire,2020/5353,2024/1584,27.03.2024
1087537000,12. Daire,2023/6620,2024/1599,27.03.2024
1087537100,12. Daire,2023/5664,2024/1594,27.03.2024
1082591500,10. Daire,2020/4038,2024/1099,27.03.2024
1082591800,10. Daire,2020/3034,2024/1100,27.03.2024
1082591000,10. Daire,2020/2726,2024/1101,27.03.2024
1083150600,10. Daire,2023/5022,2024/1127,27.03.2024
1083213800,10. Daire,2023/5584,2024/1121,27.03.2024
1084077300,10. Daire,2020/6356,2024/1110,27.03.2024
1083323100,10. Daire,2020/623,2024/1118,27.03.2024
1084905700,10. Daire,2023/1591,2024/1123,27.03.2024
1085573100,2. Daire,2024/418,2024/1956,27.03.2024
1088160500,2. Daire,2021/6160,2024/1944,27.03.2024
1088491600,12. Daire,2024/851,2024/1596,27.03.2024
1088495200,12. Daire,2024/771,2024/1602,27.03.2024
1088696300,2. Daire,2021/9107,2024/1959,27.03.2024
1088720400,2. Daire,2023/6875,2024/1947,27.03.2024
1088720100,2. Daire,2021/7072,2024/1969,27.03.2024
1089517800,2. Daire,2022/1730,2024/1958,27.03.2024
1089549500,13. Daire,2019/617,2024/1502,27.03.2024
1089570800,13. Daire,2019/2759,2024/1513,27.03.2024
1090047500,13. Daire,2019/4466,2024/1516,27.03.2024
1091480900,12. Daire,2022/5928,2024/1572,27.03.2024
1070630500,9. Daire,2023/247,2024/1520,26.03.2024
1070631000,9. Daire,2023/3064,2024/1513,26.03.2024
1072676900,9. Daire,2024/971,2024/1514,26.03.2024
1075637600,8. Daire,2023/6304,2024/1852,26.03.2024
1076704000,7. Daire,2023/378,2024/1693,26.03.2024
1076704200,7. Daire,2023/70,2024/1694,26.03.2024
1076855300,7. Daire,2023/1270,2024/1680,26.03.2024
1076855200,7. Daire,2023/1100,2024/1675,26.03.2024
1076931300,7. Daire,2022/657,2024/1689,26.03.2024
1076855100,7. Daire,2023/1255,2024/1673,26.03.2024
1081029500,10. Daire,2023/196,2024/1082,26.03.2024
1081029300,10. Daire,2023/5,2024/1085,26.03.2024
1081248600,10. Daire,2023/4,2024/1077,26.03.2024
1081281700,10. Daire,2020/4242,2024/1095,26.03.2024
1082156800,10. Daire,2020/1836,2024/1064,26.03.2024
1082193600,10. Daire,2021/2567,2024/1070,26.03.2024
1082170500,10. Daire,2021/2566,2024/1069,26.03.2024
1087350700,12. Daire,2021/3514,2024/1547,26.03.2024
1082531200,10. Daire,2021/2576,2024/1072,26.03.2024
1082531000,10. Daire,2021/2577,2024/1073,26.03.2024
1082531100,10. Daire,2021/2878,2024/1075,26.03.2024
1082531300,10. Daire,2021/2883,2024/1076,26.03.2024
1082531400,10. Daire,2021/2570,2024/1071,26.03.2024
